"hour","GlobalActivePower","GlobalReactivePower","SubMeter1","SubMeter2","SubMeter3","Voltage","temp","feelslike","dew","humidity","precip","precipprob","snow","snowdepth","windspeed","sealevelpressure","cloudcover","visibility"
2006-12-17 22:00:00,91.08,14.122,0,25,150,242.192333333333,7.4,6.1,4,78.84,0,0,0,0,7.4,1027.8,90,12.8
2006-12-17 23:00:00,26.264,13.308,0,48,0,245.734,7.5,6.2,4,78.58,0,0,0,0,7.7,1028,97.2,12.5
2006-12-18,16.582,5.944,0,2,0,244.6075,7.3,5.8,4.8,83.99,0,0,0,0,8.2,1028.1,90,11.1
2006-12-18 01:00:00,18.798,9.114,0,35,0,243.519333333333,7,7,4.4,83.73,0.068,100,0,0,4.7,1028.1,90,10.8
2006-12-18 02:00:00,17.068,6.544,0,0,0,246.891,6.5,5.8,4.7,88.48,0.021,100,0,0,4.8,1028.3,90,15.1
2006-12-18 03:00:00,18.596,8.866,0,34,0,245.731833333333,5.3,5.3,4.1,91.67,0,0,0,0,4,1028.6,56,6.2
2006-12-18 04:00:00,61.58,4.8,0,4,753,245.507,4.8,3.9,3.9,93.59,0,0,0,0,4.9,1028.3,11,4.9
2006-12-18 05:00:00,17.61,7.316,0,28,0,245.253166666667,4.6,3.6,3.7,94.05,0,0,0,0,4.9,1028.6,21.2,3.4
2006-12-18 06:00:00,36.6,6.774,0,5,0,245.704333333333,4.4,4.4,3.6,94.54,0,0,0,0,4.1,1028.3,72,3.3
2006-12-18 07:00:00,147.026,9.18,5,27,678,240.962333333333,4.6,4.6,3.7,94.22,0,0,0,0,4.3,1028.1,63.8,4.1
2006-12-18 08:00:00,124.928,4.424,748,2,1041,237.880333333333,4.9,4.9,4,93.79,0,0,0,0,4.4,1028.1,79,5.7
2006-12-18 09:00:00,97.76,5.11,310,29,1036,237.404666666667,4.9,4.9,3.7,91.62,0,0,0,0,4.1,1028.1,72.3,3.1
2006-12-18 10:00:00,78.578,3.17,0,0,1050,239.0805,4.7,4.7,3.6,92.61,0,0,0,0,4.3,1027.8,74.8,3.1
2006-12-18 11:00:00,93.716,7.64,0,31,1056,239.771,4,4,3,93.04,0,0,0,0,4.3,1027.8,71.5,2.9
2006-12-18 12:00:00,105.364,5.238,0,0,1081,242.58,3.5,1.6,2.7,94.98,0,0,0,0,7.1,1027.6,90,1.3
2006-12-18 13:00:00,100.924,7.59,0,32,1042,241.954166666667,3.6,3.6,2.9,95.31,0,0,0,0,4,1027.3,98.3,1.4
2006-12-18 14:00:00,103.982,2.958,0,0,1043,242.1965,3.6,3.6,2.7,93.86,0,0,0,0,4.3,1027.1,92.3,4.2
2006-12-18 15:00:00,107.058,6.244,0,31,1079,242.4235,3.6,2.1,2.7,93.96,0,0,0,0,6.2,1027.3,92.2,4.3
2006-12-18 16:00:00,116.958,12.266,0,0,1079,242.380666666667,3.7,3.7,2.8,93.96,0.045,100,0,0,4.3,1027.6,91.9,4.3
2006-12-18 17:00:00,129.294,5.868,0,20,1047,238.729166666667,3.7,1.9,2.7,93.07,0.006,100,0,0,6.8,1027.6,99.7,3.3
2006-12-18 18:00:00,144.152,4.746,0,15,1015,236.6685,4,4,3,93.53,0,0,0,0,1,1027.7,100,3.3
2006-12-18 19:00:00,156.87,12.046,0,546,0,235.329166666667,4.5,4.5,3.3,91.56,0,0,0,0,4.3,1028.1,100,2.5
2006-12-18 20:00:00,183.034,7.222,0,30,795,234.524333333333,4.9,3.1,3.7,91.58,0,0,0,0,8,1027.8,99.7,2.1
2006-12-18 21:00:00,130.184,4.304,0,0,223,237.590833333333,5.1,4.2,3.7,90.64,0,0,0,0,5.2,1027.4,99.7,2.6
2006-12-18 22:00:00,104.328,6.478,0,531,0,240.2115,5.4,3.5,3.6,88.27,0,0,0,0,8.5,1027.4,99,3.2
2006-12-18 23:00:00,92.836,7.95,0,1219,0,242.659333333333,5.6,3.8,3.6,87,0,0,0,0,8.4,1027.4,98.2,4.4
2006-12-19,50.228,5.57,0,58,489,242.071166666667,5.7,3.6,3.3,84.98,0,0,0,0,9.2,1027.7,91,6.2
2006-12-19 01:00:00,21.182,4.552,0,15,44,241.808333333333,5.5,3.1,3.3,85.48,0,0,0,0,11,1028.1,90.7,6.8
2006-12-19 02:00:00,19.634,6.344,0,38,0,245.7795,4.4,2,1.5,81.77,0,0,0,0,9.5,1028.4,90,11.6
2006-12-19 03:00:00,18.498,4.38,0,10,0,244.463166666667,4.6,1.4,0.7,75.92,0,0,0,0,14.2,1028.7,88,12.6
2006-12-19 04:00:00,19.67,6.148,0,43,0,244.1865,4.7,1.9,-0.2,70.32,0,0,0,0,12.1,1029.4,92.8,17.1
2006-12-19 05:00:00,18.4,4.252,0,10,0,243.075833333333,4.1,1.2,-0.7,70.82,0,0,0,0,12,1029.7,69,20.9
2006-12-19 06:00:00,47.78,6.408,0,41,0,242.029666666667,3.5,1.2,-0.9,73.1,0,0,0,0,8.9,1029.7,32.4,19.3
2006-12-19 07:00:00,107.138,5.066,0,0,444,239.426166666667,2.9,0.5,-0.2,80.01,0,0,0,0,8.6,1030.4,21.2,15
2006-12-19 08:00:00,232.742,7.346,561,1571,1026,236.146333333333,2.6,-0.5,0.4,85.91,0,0,0,0,11.2,1030.8,3,11
2006-12-19 09:00:00,97.066,5.248,278,862,196,239.572333333333,2,-1.8,0,86.5,0,0,0,0,14,1030.9,0,8.7
2006-12-19 10:00:00,26.228,7.546,0,85,0,242.305666666667,1.6,-1.7,-0.2,88.08,0,0,0,0,11.3,1030.8,0,7
2006-12-19 11:00:00,139.298,5.072,0,2061,0,240.325,1.3,-2.7,-0.4,88.22,0,0,0,0,14.8,1031.4,5,6.2
2006-12-19 12:00:00,25.84,7.962,0,175,0,242.958666666667,0.9,-3.2,-0.6,89.27,0,0,0,0,14.7,1031.4,46.4,5.9
2006-12-19 13:00:00,18.028,4.906,0,37,0,243.6025,0.5,-4,-0.8,91.24,0,0,0,0,15.7,1031.4,72.5,4.8
2006-12-19 14:00:00,18.128,7.132,0,45,0,246.945833333333,0.9,-3.4,-0.4,90.86,0,0,0,0,15.2,1031.6,65.9,6.4
2006-12-19 15:00:00,25.282,4.852,0,10,133,241.740666666667,1,-3.2,-0.4,90.52,0,0,0,0,15.1,1032.1,64.8,6.5
2006-12-19 16:00:00,82.328,5.5,0,43,1082,242.714333333333,1,-3.2,-0.6,88.88,0,0,0,0,15,1032.5,37.3,6.7
2006-12-19 17:00:00,126.69,8.666,0,10,1046,238.606666666667,1,-3.3,-0.9,87.44,0,0,0,0,15.7,1033.2,13.8,6.6
2006-12-19 18:00:00,132.282,6.198,0,44,1038,237.6405,1.5,-2.1,-0.9,84.02,0,0,0,0,12.9,1033.5,1,7.9
2006-12-19 19:00:00,110.526,4.376,0,3,699,241.08,2.7,-1.2,-1.3,74.89,0,0,0,0,15.8,1034.3,9.8,9.7
2006-12-19 20:00:00,176.432,14.242,0,1614,0,241.328166666667,3.6,-0.2,-1.1,71.56,0,0,0,0,16.1,1034.2,39.5,10.5
2006-12-19 21:00:00,86.572,6.39,0,747,0,240.87,4.4,0.5,-1.9,63.6,0,0,0,0,18.7,1033.3,2,12.9
2006-12-19 22:00:00,43.2,8.76,0,70,0,242.679333333333,5,1.2,-2.6,57.65,0,0,0,0,19.5,1032.9,9.9,15.6
2006-12-19 23:00:00,23.022,4.026,0,10,0,246.627166666667,4.8,0.9,-2.2,60.35,0,0,0,0,19.7,1032.5,15.6,16
2006-12-20,27.59,8.76,0,43,0,245.811333333333,4.7,0.4,-2.1,61.15,0,0,0,0,22.3,1032.6,15.6,16.1
2006-12-20 01:00:00,15.52,3.4,0,10,0,243.805333333333,4.3,0.6,-2.6,60.91,0,0,0,0,16.8,1033.2,17.5,17.1
2006-12-20 02:00:00,47.062,7.416,0,42,476,245.5675,3.8,-0.4,-1.7,67.49,0,0,0,0,19.1,1033.3,38.4,20
2006-12-20 03:00:00,18.602,4.108,0,10,42,246.150833333333,2.9,-1.1,-0.8,76.2,0,0,0,0,17.1,1033.5,13.8,14
2006-12-20 04:00:00,17.34,5.846,0,28,0,246.433666666667,2.6,-1.4,-0.6,79.35,0,0,0,0,16.5,1034.2,13.8,13.7
2006-12-20 05:00:00,15.762,4.632,0,12,0,244.7955,2.3,-1.4,-0.6,81.14,0,0,0,0,13.8,1034.3,13.8,12.5
2006-12-20 06:00:00,17.016,3.994,0,0,0,244.074,1.9,-1.8,-0.6,83.59,0,0,0,0,13.2,1034.3,1,11.3
2006-12-20 07:00:00,91.598,11.538,0,31,280,243.315,1.7,-2,-1.1,82.12,0,0,0,0,13.3,1034.4,0,12
2006-12-20 08:00:00,175.056,5.292,0,577,1057,239.792333333333,1.8,-1.7,-1.5,78.3,0,0,0,0,12.9,1034.5,0,11.5
2006-12-20 09:00:00,83.132,6.502,0,32,1086,243.122833333333,1.6,-2.6,-1.6,79.37,0,0,0,0,15.8,1034.5,0,11.7
2006-12-20 10:00:00,90.618,2.83,0,194,1063,240.5805,1.4,-2.8,-1.8,79.22,0,0,0,0,16.1,1034.4,0,13.9
2006-12-20 11:00:00,173.544,9.912,0,1510,1062,240.513166666667,1.4,-3.3,-2,77.89,0,0,0,0,19.1,1034.4,0,13.1
2006-12-20 12:00:00,85.262,4.328,0,5,1081,242.606333333333,1,-2.9,-2.1,79.97,0,0,0,0,13.6,1034.3,0,11.1
2006-12-20 13:00:00,85.704,6.61,0,28,1080,242.467666666667,1,-2.9,-2.2,79.14,0,0,0,0,13.1,1034.3,0,11.3
2006-12-20 14:00:00,77.694,5.56,0,3,995,244.0345,0.7,-4.1,-2.3,80.66,0,0,0,0,18.1,1035.2,0,9.9
2006-12-20 15:00:00,16.868,4.286,0,12,0,245.719166666667,0.5,-3.5,-2.3,81.67,0,0,0,0,13.6,1035.2,0,8.6
2006-12-20 16:00:00,28.106,6.55,0,19,0,244.1135,0.6,-3.4,-2.4,80.69,0,0,0,0,13.2,1035.5,3.2,9.1
2006-12-20 17:00:00,34.41,4.642,0,0,0,242.920666666667,1.4,-2.6,-2.7,74.09,0,0,0,0,14.9,1036.2,39.9,10.1
2006-12-20 18:00:00,170.21,9.478,0,31,631,239.240666666667,2.3,-1.7,-2.6,69.94,0,0,0,0,15.8,1036.3,54.5,10.7
2006-12-20 19:00:00,194.918,5.262,0,0,1031,236.739833333333,3.5,-0.2,-2.6,64.42,0,0,0,0,15.6,1037.2,15.2,14.8
2006-12-20 20:00:00,214.528,15.932,0,31,1027,236.345166666667,4.1,0.5,-2.2,63.95,0,0,0,0,15.5,1037.2,12.1,14.9
2006-12-20 21:00:00,218.764,9.63,0,0,1024,235.992333333333,5,2.2,-2.3,59.23,0,0,0,0,12.7,1036.5,11.6,15.1
2006-12-20 22:00:00,183.538,5.286,0,22,1049,238.8605,5.5,2.4,-2.1,57.96,0,0,0,0,15.4,1036.3,10,16
2006-12-20 23:00:00,142.906,9.204,0,8,1079,242.391166666667,5.3,2,-2,59.37,0,0,0,0,15.7,1036.4,1.9,16.9
2006-12-21,92.152,9.332,0,0,1088,243.425833333333,4.9,2,-1.6,62.62,0,0,0,0,12.8,1036.5,12.9,15.9
2006-12-21 01:00:00,83.878,7.31,0,31,1091,243.698166666667,4.5,0.7,-1.5,65.28,0,0,0,0,18,1036.9,77.3,15.4
2006-12-21 02:00:00,76.494,2.358,0,0,1032,243.653666666667,3.9,0.4,-1.6,67.21,0,0,0,0,15,1037.2,71.1,17.3
2006-12-21 03:00:00,18.156,7.192,0,30,0,244.567166666667,3.3,-0.4,-1.3,72.08,0,0,0,0,15.1,1037.2,37.5,18.8
2006-12-21 04:00:00,14.804,2.55,0,0,0,244.740166666667,3.2,0.1,-1,73.84,0,0,0,0,12,1037.5,48.7,18.8
2006-12-21 05:00:00,17.442,6.35,0,23,0,243.9495,3.1,-0.1,-1,74.32,0,0,0,0,12.6,1037.6,47.7,16.3
2006-12-21 06:00:00,17.74,3.19,0,8,0,244.8505,3.1,-0.1,-0.8,75.63,0,0,0,0,12.3,1037.6,40,15.8
2006-12-21 07:00:00,76.828,5.03,0,0,0,241.293666666667,2.4,-0.2,-1.1,77.95,0,0,0,0,9.1,1037.6,13.6,15.5
2006-12-21 08:00:00,93.782,9.18,0,30,305,239.4945,2.2,-0.9,-1.2,78.17,0,0,0,0,11.3,1037.9,11.2,15.3
2006-12-21 09:00:00,154.548,3.102,666,562,1046,238.477666666667,2,-1.2,-1,80.39,0,0,0,0,11.7,1037.6,2.8,13.7
2006-12-21 10:00:00,106.062,4.248,569,31,890,239.706,1.8,-1.5,-1.4,79.35,0,0,0,0,11.4,1037.9,0,12.6
2006-12-21 11:00:00,NA,NA,NA,NA,NA,NA,1.6,-1.8,-1.3,81.48,0,0,0,0,11.5,1037.7,0,13.5
2006-12-21 12:00:00,49.148,7.87,0,460,0,242.674166666667,1.5,-2.3,-1.2,82.29,0,0,0,0,13.5,1037.6,34.6,12.3
2006-12-21 13:00:00,101.294,3.87,0,1192,233,241.797833333333,1.3,-1.9,-0.9,85.14,0,0,0,0,10.8,1037.3,33.6,9.3
2006-12-21 14:00:00,61.434,7.11,0,72,500,243.3195,2.3,-0.9,-0.1,84.1,0,0,0,0,11.5,1037.2,82.8,8.3
2006-12-21 15:00:00,18.444,2.742,0,10,0,242.906333333333,2.8,-0.4,0.6,85.14,0,0,0,0,12,1037.5,97.9,6.4
2006-12-21 16:00:00,81.604,5.814,0,43,1037,239.906333333333,3.5,0.4,1,83.8,0,0,0,0,12,1037.6,98.2,6.1
2006-12-21 17:00:00,105.158,8.882,0,10,719,235.018333333333,3.8,0.3,1.1,82.4,0,0,0,0,14.7,1038.2,47.6,7.2
2006-12-21 18:00:00,146.598,7.19,0,42,1006,233.894333333333,3.9,0.9,1.2,82.48,0,0,0,0,12,1038.6,17.3,7.7
2006-12-21 19:00:00,131.828,5.666,281,10,702,235.0005,5,2.2,1.5,78.28,0,0,0,0,12.7,1038.9,21.5,8.2
2006-12-21 20:00:00,146.242,15.076,249,36,257,234.500333333333,6.5,3.5,1.6,70.96,0,0,0,0,16.2,1038.6,20.4,9.4
2006-12-21 21:00:00,58.936,2.658,0,2,515,238.312166666667,7.6,4.4,1.5,65.23,0,0,0,0,19.9,1038.2,18,11.7
2006-12-21 22:00:00,16.816,5.608,0,12,0,242.8665,8.3,5.3,1.7,63.05,0,0,0,0,19.6,1037.5,88.6,12
2006-12-21 23:00:00,16.226,5.368,0,19,0,245.350333333333,7.7,4.5,1.9,66.67,0,0,0,0,19.6,1037.6,27.9,11.7
2006-12-22,16.016,4.748,0,0,0,245.678166666667,7.3,4.4,2.3,70.92,0,0,0,0,16.2,1038.2,80,12.2
2006-12-22 01:00:00,16.32,5.562,0,31,0,244.453833333333,7.2,3.9,2.3,71.47,0,0,0,0,19.5,1038.3,90,11.6
2006-12-22 02:00:00,16.058,4.756,0,0,0,246.837833333333,6.9,3.7,2.1,71.4,0,0,0,0,18.7,1038.9,93.5,15.8
2006-12-22 03:00:00,16.432,5.612,0,31,0,245.792833333333,6.9,3.6,2.3,72.57,0,0,0,0,18.6,1038.9,94.8,18.9
2006-12-22 04:00:00,15.856,4.336,0,0,0,245.3595,6.9,3.7,2.3,72.7,0,0,0,0,18.1,1039.2,93.8,17.8
2006-12-22 05:00:00,48.41,5.044,0,23,534,245.119333333333,6.8,3.9,2.7,74.88,0,0,0,0,15.5,1038.9,93.8,16.2
2006-12-22 06:00:00,28.778,5.166,0,8,0,245.309333333333,6.6,3.6,2.3,74,0,0,0,0,16.3,1039.2,93.8,16.3
2006-12-22 07:00:00,103.392,6.364,0,0,224,240.929,6.1,2.6,1.7,73.33,0,0,0,0,19.2,1039.2,54,17.6
2006-12-22 08:00:00,164.664,6.482,667,31,1063,240.450333333333,5.6,2.5,1.3,73.86,0,0,0,0,15,1039.2,12.1,16.6
2006-12-22 09:00:00,113.778,2.732,601,0,1055,239.549666666667,5.1,1.9,1.2,75.75,0,0,0,0,15.2,1038.9,0,17
2006-12-22 10:00:00,80.698,5.666,0,30,1055,239.679333333333,4.7,1.3,0.9,76.79,0,0,0,0,15,1038.9,0,19.5
2006-12-22 11:00:00,75.154,4.842,225,0,762,238.3455,4.4,0.6,0.7,76.69,0,0,0,0,18.1,1038.9,0,20.2
2006-12-22 12:00:00,73.708,23.04,638,34,0,240.199,4.1,0.2,0.6,77.68,0,0,0,0,18,1038.5,0,18
2006-12-22 13:00:00,40.314,14.868,0,0,0,240.685833333333,3.8,0,0.3,77.97,0,0,0,0,16.4,1038.5,0,20.6
2006-12-22 14:00:00,48.934,9.702,0,34,362,240.831166666667,3.7,0,0.3,78.14,0,0,0,0,16.5,1038.3,0,10.6
2006-12-22 15:00:00,87.098,5.922,0,0,1075,241.859,3.8,0.1,0.3,77.8,0,0,0,0,16.3,1038.3,0,10.6
2006-12-22 16:00:00,94.272,8.314,0,32,1074,241.794833333333,3.8,0.1,0.2,77.49,0,0,0,0,16,1038.3,0,10.5
2006-12-22 17:00:00,89.808,5.508,0,0,631,238.844666666667,3.8,0.2,0,76.18,0,0,0,0,15.5,1038.3,0,14.8
2006-12-22 18:00:00,161.218,18.338,0,31,234,237.507666666667,4,0.4,0.3,76.61,0,0,0,0,16.1,1038.8,0,14.6
2006-12-22 19:00:00,236.29,14.838,0,0,1036,237.406,5,1.6,0.4,71.89,0,0,0,0,16.7,1039.2,0,17.9
2006-12-22 20:00:00,212.164,8.388,469,34,1021,235.5305,6,2.5,0,65.74,0,0,0,0,18.4,1038.6,0,18.2
2006-12-22 21:00:00,272.92,3.956,551,0,1005,235.136166666667,6.4,3.2,-0.3,62.16,0,0,0,0,16.9,1038.2,0,18.4
2006-12-22 22:00:00,183.904,5.354,0,23,0,239.199666666667,6.6,3.6,0.1,63.03,0,0,0,0,16.3,1037.3,0,19.7
2006-12-22 23:00:00,145.152,7.368,0,8,0,241.93,6.6,3.2,0,62.45,0,0,0,0,19.3,1037.3,0,19.7
2006-12-23,101.894,4.948,0,2,0,243.020333333333,6.4,3.4,0.1,63.99,0,0,0,0,16.1,1037.3,0,19.9
2006-12-23 01:00:00,103.368,7.044,0,29,0,243.8125,5.9,2.7,0.3,67.45,0,0,0,0,15.5,1037.5,0,19
2006-12-23 02:00:00,102.046,4.088,0,0,0,243.841333333333,5.4,2.3,0.5,70.49,0,0,0,0,14.8,1037.9,0,15.8
2006-12-23 03:00:00,106.292,6.4,0,31,0,243.687,5.1,1.6,1.1,75.29,0,0,0,0,17.4,1037.9,0,16.1
2006-12-23 04:00:00,113.496,3.862,0,0,124,243.006,4.7,1.9,1.2,77.95,0,0,0,0,11.9,1037.9,0,13.5
2006-12-23 05:00:00,133.746,6.766,0,28,424,242.449166666667,4.3,1.5,1.3,80.8,0,0,0,0,11.8,1038.2,0,12.5
2006-12-23 06:00:00,98.962,4.31,0,3,0,242.466833333333,4,1.1,1.1,81.49,0,0,0,0,11.8,1037.9,0,12.5
2006-12-23 07:00:00,241.402,3.332,0,0,651,237.767,3.6,0.8,0.7,81.47,0,0,0,0,11,1037.6,0,10.5
2006-12-23 08:00:00,251.45,5.722,0,31,1050,239.103166666667,3.6,0.7,0.8,81.74,0,0,0,0,11.2,1037.9,0,9.8
2006-12-23 09:00:00,194.784,4.688,0,0,1066,240.8125,2.8,0.2,0.5,84.84,0,0,0,0,9,1037.5,0,9
2006-12-23 10:00:00,178.33,12.176,0,31,516,239.137,2.7,-0.4,0.4,84.91,0,0,0,0,11.6,1037.7,0,8.3
2006-12-23 11:00:00,189.54,6.344,0,0,649,237.715,2.3,-0.4,0.1,85.3,0,0,0,0,9.6,1037.7,0,8.1
2006-12-23 12:00:00,175.728,5.458,0,10,574,238.7565,2.4,-0.8,0.1,84.49,0,0,0,0,11.8,1037.5,0,8.5
2006-12-23 13:00:00,204.378,9.702,0,21,1057,239.850833333333,2.2,-1.1,-0.1,85.33,0,0,0,0,11.5,1037.2,0,7.6
2006-12-23 14:00:00,225.478,14.694,0,0,1063,240.501,2.1,-1.6,0,85.72,0,0,0,0,14.1,1037.2,0,9.3
2006-12-23 15:00:00,242.946,19.858,0,31,1070,241.3135,2,-2.2,-0.3,84.56,0,0,0,0,16.9,1037.2,0,9
2006-12-23 16:00:00,260.946,24.156,76,65,1063,240.476833333333,1.8,-2,-0.5,84.69,0,0,0,0,14.5,1037.3,2.3,9
2006-12-23 17:00:00,327.152,12.958,971,40,1005,233.644166666667,1.7,-1.8,-0.6,84.98,0,0,0,0,12.1,1037.5,3.1,7.6
2006-12-23 18:00:00,232.764,5.986,0,1,1041,238.0005,1.9,-1.5,-0.4,84.78,0,0,0,0,12.2,1037.5,9.1,7.1
2006-12-23 19:00:00,247.07,12.32,0,36,1048,238.729333333333,2.7,0,-0.1,81.57,0,0,0,0,9.7,1038.2,36.2,7.5
2006-12-23 20:00:00,250.884,7.486,0,21,1045,238.518833333333,3.5,0.9,0.2,79.33,0,0,0,0,9.6,1037.5,31.7,7.6
2006-12-23 21:00:00,197.306,14.146,0,13,340,238.594666666667,3.9,0.9,0.1,76.08,0,0,0,0,12.2,1037.2,70.9,8.3
2006-12-23 22:00:00,259.676,17.342,866,30,0,238.190333333333,4,1,0.4,77.65,0,0,0,0,12,1036.5,92.2,7.7
2006-12-23 23:00:00,333.748,7.684,756,2,940,239.8715,3.3,0.3,0.2,80,0,0,0,0,12,1036.3,99.7,7.4
2006-12-24,241.68,5.44,0,30,1052,239.112666666667,2.8,-0.5,-0.1,81.67,0,0,0,0,12.5,1036,99.7,6.7
2006-12-24 01:00:00,196.542,3.106,437,2,1038,237.610666666667,2.2,-1.6,-0.2,84.07,0,0,0,0,14.2,1036.3,100,4.5
2006-12-24 02:00:00,138.182,6.224,461,22,220,244.432666666667,1.9,-0.9,-0.1,86.58,0,0,0,0,9.2,1036.3,100,3.8
2006-12-24 03:00:00,96.406,4.314,0,9,0,246.862,1.9,0.2,-0.1,86.76,0,0,0,0,5.8,1036.2,100,4.6
2006-12-24 04:00:00,94.566,4.074,0,3,0,245.866166666667,2.1,-0.9,0,85.42,0,0,0,0,10.8,1036.2,100,4.1
2006-12-24 05:00:00,97.914,6.508,0,28,0,245.835666666667,1.7,-0.7,0,88.05,0,0,0,0,8.1,1036.4,99,3.5
2006-12-24 06:00:00,113.712,3.04,0,0,0,245.590833333333,1.7,-0.5,0.2,89.72,0,0,0,0,7.5,1036.2,100,3.4
2006-12-24 07:00:00,88.584,5.98,0,31,0,242.795333333333,2,-0.5,0.7,90.76,0,0,0,0,8.3,1036.2,100,2.7
2006-12-24 08:00:00,85.666,3.136,0,0,0,241.698666666667,2.2,-0.8,0.8,91,0,0,0,0,10.4,1035.9,100,2.4
2006-12-24 09:00:00,163.54,5.634,0,23,863,239.889833333333,2.4,-0.5,1,90.97,0,0,0,0,10.3,1035.6,100,2.2
2006-12-24 10:00:00,160.52,6.378,0,520,1030,236.698166666667,2.4,0.2,1.1,91.06,0,0,0,0,7.6,1035.2,100,2
2006-12-24 11:00:00,125.576,6.932,0,94,1038,237.668166666667,2.4,-0.6,1.1,91.58,0,0,0,0,10.5,1035.4,100,1.9
2006-12-24 12:00:00,90,13.144,0,379,125,236.932333333333,2.2,-0.3,1.1,92.64,0,0,0,0,8.5,1035.2,100,1
2006-12-24 13:00:00,194.396,9.54,0,1831,343,237.296333333333,1.9,-1.1,1,93.63,0,0,0,0,10.6,1034.5,100,0.6
